,rms_train_mean,rms_test_mean,rel_train_mean,rel_test_mean,bestscore_mean,best_gamma_mean,best_alpha_mean,rms_train_std,rms_test_std,rel_train_std,rel_test_std,bestscore_std,best_gamma_std,best_alpha_std,dr,cv,v_cutoff,sfm_threshold,rmax,num_features
0,0.006208047436405969,0.015273839470214745,0.3693455257312204,0.8894760638828302,0.9868290114679124,6.88393e-05,5.485419999999999e-07,0.0011809667898475264,0.002663050161747324,0.07266477616579077,0.12717483052812947,0.0012980034074136382,4.4712117067259994e-05,4.828542091657592e-07,0.2,8.0,0.001,0.01,15.0,164.0
