,rms_train_mean,rms_test_mean,rel_train_mean,rel_test_mean,bestscore_mean,best_gamma_mean,best_alpha_mean,rms_train_std,rms_test_std,rel_train_std,rel_test_std,bestscore_std,best_gamma_std,best_alpha_std,dr,cv,v_cutoff,sfm_threshold,rmax,num_features
0,0.10718229174714657,0.14634487020486966,6.374384534750946,8.98524112899799,0.8473917186850395,9.030133e-05,1.4212153000000018e-05,0.0068898879746063044,0.018808048447011814,0.38479724412388333,1.6631575195509731,0.011894772779092622,2.927870090230035e-05,2.2019846607115616e-05,0.2,8.0,0.001,0.1,15.0,80.0
